name,state_id
Ahmadnagar,15
Akola,15
Amravati,15
Aurangabad,15
Bhandara,15
Bid,15
Buldana,15
Chandrapur,15
Dhule,15
Gadchiroli,15
Gondiya,15
Hingoli,15
Jalgaon,15
Jalna,15
Kolhapur,15
Latur,15
Mumbai,15
Mumbai Suburban,15
Nagpur,15
Nanded,15
Nandurbar,15
Nashik,15
Osmanabad,15
Parbhani,15
Pune,15
Raigarh,15
Ratnagiri,15
Sangli,15
Satara,15
Sindhudurg,15
Solapur,15
Thane,15
Wardha,15
Washim,15
